Symbol,Timeframe,Status,ReportFile,CompletionTime
EURUSD,M1,Success,,2025-05-19 13:08:23
EURUSD,M5,Success,,2025-05-19 13:08:28
EURUSD,M15,Success,,2025-05-19 13:08:35
GBPUSD,M1,Success,,2025-05-19 13:08:56
GBPUSD,M5,Success,,2025-05-19 13:10:08
GBPUSD,M15,Success,,2025-05-19 13:11:26
