Symbol,Timeframe,Status,ReportFile,CompletionTime
EURUSD,M1,Success,,2025-05-19 13:09:48
EURUSD,M1,Success,,2025-05-19 13:09:49
EURUSD,M5,Success,,2025-05-19 13:11:39
EURUSD,M5,Success,,2025-05-19 13:12:02
